Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,STD,1E5,voltempl5,,Hemsan,8551.943359375,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,171038.875,,,9292.40234375,7939.67431640625,17224,17212,12,0,0,0,0,,,,,,,,,4180.4716796875,,,5.07370897366005,2.03445324672849,,,,,,,,,,,,5932.7061022901,2761.91372680664,5930.49700402571,,,,,8909.236328125,8227.474609375,,,,,,,,,,,,,No
A02,unknown,MST1039,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.207855254411697,0,16959,0,16959,0,0,0,0,,,,,,,,,4180.4716796875,,,,25.0425665736986,,,,,,,,,,,,,2151.59321018851,2151.59321018851,,,,,0.0949733555316925,0,,,,,,,,,,,,,No
A03,unknown,MST2021-049,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.196806475520134,0,17911,0,17911,0,0,0,0,,,,,,,,,4180.4716796875,,,,27.9848059014758,,,,,,,,,,,,,2136.36535260144,2136.36535260144,,,,,0.0899251699447632,0,,,,,,,,,,,,,No
A04,unknown,MST2021-012,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.178281053900719,0,19772,0,19772,0,0,0,0,,,,,,,,,4180.4716796875,,,,21.3339603433092,,,,,,,,,,,,,2186.23341445877,2186.23341445877,,,,,0.0814608484506607,0,,,,,,,,,,,,,No
A05,unknown,MST2021-058,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.233912155032158,0,15070,0,15070,0,0,0,0,,,,,,,,,4180.4716796875,,,,19.4292492125331,,,,,,,,,,,,,2279.52308493793,2279.52308493793,,,,,0.106878653168678,0,,,,,,,,,,,,,No
A06,unknown,MST2021-039,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.202052533626556,0,17446,0,17446,0,0,0,0,,,,,,,,,4180.4716796875,,,,17.2585016085801,,,,,,,,,,,,,2488.15723399335,2488.15723399335,,,,,0.0923221036791801,0,,,,,,,,,,,,,No
A07,unknown,MST2021-043,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.20399372279644,0,17280,0,17280,0,0,0,0,,,,,,,,,4180.4716796875,,,,20.6636633027531,,,,,,,,,,,,,2191.51447732713,2191.51447732713,,,,,0.093209020793438,0,,,,,,,,,,,,,No
B01,STD,1E4,voltempl5,,Hemsan,959.890258789063,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,19197.8046875,,,979.363586425781,940.734008789063,17979,10028,7951,0,0,0,0,,,,,,,,,4180.4716796875,,,5.84179693644729,21.7825395017313,,,,,,,,,,,,5921.2003767381,1995.82061166515,4185.24762563431,,,,,969.785278320313,950.077697753906,,,,,,,,,,,,,No
B02,unknown,MST2021-015,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.205480247735977,0,17155,0,17155,0,0,0,0,,,,,,,,,4180.4716796875,,,,24.8877225280913,,,,,,,,,,,,,2161.62232500575,2161.62232500575,,,,,0.0938882231712341,0,,,,,,,,,,,,,No
B03,unknown,MST2021-052,voltempl5,,Hemsan,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.21196773648262,0,16630,0,16630,0,0,0,0,,,,,,,,,4180.4716796875,,,,26.9902786598374,,,,,,,,,,,,,2157.58842522397,2157.58842522397,,,,,0.0968523398041725,0,,,,,,,,,,,,,No
