smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,smplTp,qlod,f2,mcp_ddPCR_lod,spcAbbr
MST1022,0,0,0,0,0.8562116324901601,0,MST,1,0.36941838656099024,0.2,Homame
MST1024,0,0,0,0,0.461372509598732,0,MST,1,0.36941838656099024,0.2,Homame
MST1027,0,0,0,0,0.464298576116562,0,MST,1,0.36941838656099024,0.2,Homame
MST1028,0,0,0,0,0.446336343884468,0,MST,1,0.36941838656099024,0.2,Homame
MST1031,0,0,0,0,0.4322725161910055,0,MST,1,0.36941838656099024,0.2,Homame
MST1038,0,0,0,0,0.4568444564938545,0,MST,1,0.36941838656099024,0.2,Homame
MST1039,0,0,0,0,0.53364958614111,0,MST,1,0.36941838656099024,0.2,Homame
MST1043,0,0,0,0,0.45655954629182804,0,MST,1,0.36941838656099024,0.2,Homame
MST1054,0,0,0,0,0.413834750652313,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-002,0,0,0,0,0.459844470024109,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-005,0,0,0,0,0.473415143787861,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-006,0,0,0,0,0.532978512346745,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-008,0,0,0,0,0.45293875038623804,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-011,0,0,0,0,0.4893823713064195,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-012,0,0,0,0,0.8358602225780499,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-013,0,0,0,0,0.48548787832260154,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-015,0,0,0,0,0.5088323354721049,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-019,0,0,0,0,0.448249354958534,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-025,0,0,0,0,0.5294394120574,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-028,0,0,0,0,0.604107305407525,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-029,0,0,0,0,0.45958202332258197,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-030,0,0,0,0,0.48344772309064854,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-031,0,0,0,0,0.73884829878807,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-032,0,0,0,0,0.465344935655594,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-039,0,0,0,0,0.4120559990406035,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-040,0.35413462668657303,0,0.0959683675318955,0,0.88148057460785,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-043,0,0,0,0,0.4172656312584875,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-044,0,0,0,0,0.532309152185915,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-049,0.3388940170407295,0,0.0918383430689575,0,0.843543484807015,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-051,0,0,0,0,0.9134134650230399,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-052,0,0,0,0,0.469304323196411,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-055,0,0,0,0,0.45770131051540347,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-058,0,0,0,0,0.4459161683917045,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-062,0.692163705825805,0,0.18756829202175151,0,1.72294646501541,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-064,0,0,0,0,0.448274314403534,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-070,0,0,0,0,0.457441285252571,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-071,0.34948475658893596,0,0.094708325341344,0,0.8699060976505301,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-075,0,0,0,0,0.8279538899660099,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-076,0,0,0,0,0.4456447437405585,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-079,0,0,0,0,0.44690605252981197,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-081,0,0,0,0,1.841381192207335,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-082,0,0,0,0,0.4773155227303505,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-083,0,0,0,0,0.50585974007845,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-085,0,0,0,0,0.454472452402115,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-088,0,0,0,0,0.89873403310776,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-089,0,0,0,0,0.95933258533478,0,MST,1,0.36941838656099024,0.2,Homame
MST2021-099,0,0,0,0,0.9259110689163199,0,MST,1,0.36941838656099024,0.2,Homame
NEKfeb2022,0,0,0,0,0.4665040969848635,0,MST,1,0.36941838656099024,0.2,Homame
NTC,0,0,0,0,0.424748472869396,0,MST,1,0.36941838656099024,0.2,Homame
stdE-1,0.33579863607883453,0,0.09099954739213001,0,0.8358383923768999,0,STD,1,0.36941838656099024,0.2,Homame
stdE0,1.0389484465122198,0,0.539883971214295,0,1.778791695833205,0,STD,1,0.36941838656099024,0.2,Homame
stdE1,3.6598867177963252,0,2.7010813355445853,0,4.822682440280915,0,STD,1,0.36941838656099024,0.2,Homame
stdE2,39.5678949356079,30.784865546749185,36.0578513145447,15.703423068804907,43.08003425598145,45.86630802469346,STD,1,0.36941838656099024,0.2,Homame
stdE3,405.9059524536135,369.41838656099026,394.578094482422,369.41838656099026,417.25574493408203,369.41838656099026,STD,1,0.36941838656099024,0.2,Homame
stdE4,4291.134338378905,3694.1838656099026,4246.506958007814,3694.1838656099026,4336.102905273439,3694.1838656099026,STD,1,0.36941838656099024,0.2,Homame
stdE5,20316.15844726565,36941.838656099026,20082.54638671875,36941.838656099026,20559.43359375,36941.838656099026,STD,1,0.36941838656099024,0.2,Homame
