Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,,voltempl5,,Hemtak,9998.9775390625,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,199979.546875,,,11408.5732421875,8989.9091796875,19642,19638,4,0,0,0,0,,,,,,,,,3227.79736328125,,,8.14582777394378,26.7060285394419,,,,,,,,,,,,4856.85719610895,1865.89276123047,4856.24810040894,,,,,10651.5546875,9448.0556640625,,,,,,,,,,,,,No,STD
A02,unknown,,voltempl5,,Hemtak,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.202064126729965,0,17445,0,17445,0,0,0,0,,,,,,,,,3227.79736328125,,,,18.7556327684302,,,,,,,,,,,,,1943.51523312246,1943.51523312246,,,,,0.092327393591404,0,,,,,,,,,,,,,No,unknown
A03,unknown,,voltempl5,,Hemtak,0.062911182641983,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1.25822365283966,,,0.300494134426117,0.00264220195822418,18701,1,18700,0,0,0,0,,,,,,,,,3227.79736328125,,,,22.3925738744945,,,,,,,,,,,,5142.60791015625,1900.80948095311,1900.98282988789,,,,,0.156592190265656,0.0170485973358154,,,,,,,,,,,,,No,unknown
A04,unknown,,voltempl5,,Hemtak,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.191170483827591,0,18439,0,18439,0,0,0,0,,,,,,,,,3227.79736328125,,,,19.5617909611272,,,,,,,,,,,,,1932.3090339287,1932.3090339287,,,,,0.087350070476532,0,,,,,,,,,,,,,No,unknown
A05,unknown,,voltempl5,,Hemtak,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.175005868077278,0,20142,0,20142,0,0,0,0,,,,,,,,,3227.79736328125,,,,21.7922312830763,,,,,,,,,,,,,1941.37581142637,1941.37581142637,,,,,0.0799643993377686,0,,,,,,,,,,,,,No,unknown
A06,unknown,,voltempl5,,Hemtak,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.184544384479523,0,19101,0,19101,0,0,0,0,,,,,,,,,3227.79736328125,,,,21.1392466779699,,,,,,,,,,,,,1912.21466118455,1912.21466118455,,,,,0.0843225941061974,0,,,,,,,,,,,,,No,unknown
A07,unknown,,voltempl5,,Hemtak,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.201325461268425,0,17509,0,17509,0,0,0,0,,,,,,,,,3227.79736328125,,,,20.876887464109,,,,,,,,,,,,,1914.00413722078,1914.00413722078,,,,,0.0919898971915245,0,,,,,,,,,,,,,No,unknown
B01,STD,,voltempl5,,Hemtak,998.050048828125,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,19961,,,1018.33642578125,978.107604980469,17558,10041,7517,0,0,0,0,,,,,,,,,3227.79736328125,,,8.18513340100591,21.8159733286151,,,,,,,,,,,,5177.7299937444,1898.5535467751,3773.83607918304,,,,,1008.35650634766,987.833129882813,,,,,,,,,,,,,No,STD
B02,unknown,,voltempl5,,Hemtak,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.190509170293808,0,18503,0,18503,0,0,0,0,,,,,,,,,3227.79736328125,,,,19.617296645062,,,,,,,,,,,,,1989.25108837397,1989.25108837397,,,,,0.0870479196310043,0,,,,,,,,,,,,,No,unknown
B03,unknown,,voltempl5,,Hemtak,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.180084586143494,0,19574,0,19574,0,0,0,0,,,,,,,,,3227.79736328125,,,,21.1937738341369,,,,,,,,,,,,,1949.53466688986,1949.53466688986,,,,,0.0822848901152611,0,,,,,,,,,,,,,No,unknown
