Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,Oncgor,STD_E5,templvol2uL,lowconc_oligo,1,3151.2978515625,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,63025.95703125,,,3215.74731445313,3090.1962890625,18337,17078,1259,0,0,0,0,,,,,,,,,3331.3447265625,,,6.01231918436016,15.6388327030676,,,,,,,,,,,,5272.37866799917,2044.10442354113,5050.72860126128,,,,,3183.73901367188,3119.72729492188,,,,,,,,,,,,,No,Oncgor
A02,Oncgor,STD_E5,templvol5uL,lowconc_oligo,1,9250.90234375,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,185018.046875,,,10257.962890625,8466.7724609375,18200,18193,7,0,0,0,0,,,,,,,,,2704.6259765625,,,8.90903082601086,6.99645054950374,,,,,,,,,,,,5448.72804099136,2183.16190011161,5447.4720540141,,,,,9728.8447265625,8829.8740234375,,,,,,,,,,,,,No,Oncgor
A03,Oncgor,STD_E5,templvol10uL,lowconc_oligo,1,1000000,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,20000000,,,1000000,10331.84765625,19523,19523,0,0,0,0,0,,,,,,,,,3393.7568359375,,,3.04002194734924,,,,,,,,,,,,,5513.58068744488,,5513.58068744488,,,,,1000000,11253.255859375,,,,,,,,,,,,,No,Oncgor
A04,Oncgor,STD_E5,templvol2uL,highconc_oligo,1,3763.74243164063,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,75274.8515625,,,3848.48022460938,3684.7001953125,18703,17940,763,0,0,0,0,,,,,,,,,3331.3447265625,,,8.05824368959245,7.71693750676018,,,,,,,,,,,,5782.80777718534,2645.6121434203,5654.82401690289,,,,,3806.21313476563,3722.75170898438,,,,,,,,,,,,,No,Oncgor
A05,Oncgor,STD_E5,templvol5uL,highconc_oligo,1,8455.685546875,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,169113.71875,,,9135.126953125,7885.7421875,18516,18502,14,0,0,0,0,,,,,,,,,3682.75170898438,,,7.0803373488438,14.6417453198015,,,,,,,,,,,,5831.1589038912,2706.60299246652,5828.79641832412,,,,,8784.9833984375,8154.4794921875,,,,,,,,,,,,,No,Oncgor
A06,Oncgor,STD_E5,templvol10uL,highconc_oligo,1,11627.6943359375,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,232553.890625,,,15357.20703125,9788.1611328125,19605,19604,1,0,0,0,0,,,,,,,,,3754.86596679688,,,6.8813048438482,,,,,,,,,,,,,5789.23856917753,2272.6328125,5789.05919627487,,,,,13163.7373046875,10554.892578125,,,,,,,,,,,,,No,Oncgor
A07,Bonham,STD_E5,templvol2uL,lowconc_oligo,1,2242.02514648438,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,44840.50390625,,,2282.04956054688,2203.3173828125,19655,16732,2923,0,0,0,0,,,,,,,,,5240.50341796875,,,6.17662420327198,13.6614406354992,,,,,,,,,,,,8792.79360612454,3338.29162760528,7981.62549199522,,,,,2262.275390625,2222.1171875,,,,,,,,,,,,,No,Bonham
A08,Bonham,STD_E5,templvol5uL,lowconc_oligo,1,5201.01611328125,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,104020.3203125,,,5359.83642578125,5061.10791015625,19794,19556,238,0,0,0,0,,,,,,,,,4378.505859375,,,7.89479430714524,7.65901110958424,,,,,,,,,,,,8504.87380781074,3329.32907386587,8442.64385698328,,,,,5279.3671875,5127.55859375,,,,,,,,,,,,,No,Bonham
A09,Bonham,STD_E5,templvol10uL,lowconc_oligo,1,10673.005859375,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,213460.125,,,12893.205078125,9303.490234375,17417,17415,2,0,0,0,0,,,,,,,,,5114.16943359375,,,5.90240827416584,3.56369972142752,,,,,,,,,,,,8735.41019056847,4165.64672851563,8734.88544308475,,,,,11655.0185546875,9904.033203125,,,,,,,,,,,,,No,Bonham
A10,Bonham,STD_E5,templvol2uL,highconc_oligo,1,2302.4482421875,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,46048.96484375,,,2345.06079101563,2261.32543945313,18454,15847,2607,0,0,0,0,,,,,,,,,5090.3427734375,,,4.25520156804294,9.63480004181384,,,,,,,,,,,,8996.61475231782,3867.91256937452,8272.08204445323,,,,,2323.99633789063,2281.28759765625,,,,,,,,,,,,,No,Bonham
