Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,,voltempl5,,Corcas,1000000,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,20000000,,,1000000,10100.7353515625,16041,16041,0,0,0,0,0,,,,,,,,,1490.58947753906,,,3.52422587044122,,,,,,,,,,,,,2753.86589030222,,2753.86589030222,,,,,1000000,11022.14453125,,,,,,,,,,,,,No,STD
A02,unknown,,voltempl5,,Corcas,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.193585366010666,0,18209,0,18209,0,0,0,0,,,,,,,,,1490.58947753906,,,,14.0774516705195,,,,,,,,,,,,,959.676738921065,959.676738921065,,,,,0.0884534418582916,0,,,,,,,,,,,,,No,unknown
A03,unknown,,voltempl5,,Corcas,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.184912279248238,0,19063,0,19063,0,0,0,0,,,,,,,,,1490.58947753906,,,,11.6491984127138,,,,,,,,,,,,,998.50860471795,998.50860471795,,,,,0.0844906866550446,0,,,,,,,,,,,,,No,unknown
A04,unknown,,voltempl5,,Corcas,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.205948501825333,0,17116,0,17116,0,0,0,0,,,,,,,,,1490.58947753906,,,,12.9827871829098,,,,,,,,,,,,,965.065142637548,965.065142637548,,,,,0.0941021591424942,0,,,,,,,,,,,,,No,unknown
A05,unknown,,voltempl5,,Corcas,NoCall,,CHECK,DropletCount<1000,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,unknown
A06,unknown,,voltempl5,,Corcas,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.191982641816139,0,18361,0,18361,0,0,0,0,,,,,,,,,1490.58947753906,,,,12.9683613481026,,,,,,,,,,,,,955.670197921046,955.670197921046,,,,,0.087721161544323,0,,,,,,,,,,,,,No,unknown
A07,unknown,,voltempl5,,Corcas,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.194718971848488,0,18103,0,18103,0,0,0,0,,,,,,,,,1490.58947753906,,,,10.7897983504828,,,,,,,,,,,,,1016.55022359575,1016.55022359575,,,,,0.0889713913202286,0,,,,,,,,,,,,,No,unknown
B01,STD,,voltempl5,,Corcas,2196.76538085938,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,43935.30859375,,,2242.83862304688,2152.4287109375,14248,12046,2202,0,0,0,0,,,,,,,,,1490.58947753906,,,3.66148397255863,8.15320873391919,,,,,,,,,,,,2517.48506304649,953.861702873098,2275.83018944305,,,,,2220.04638671875,2173.93579101563,,,,,,,,,,,,,No,STD
B02,unknown,,voltempl5,,Corcas,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.226356193423271,0,15573,0,15573,0,0,0,0,,,,,,,,,1490.58947753906,,,,12.2738048968117,,,,,,,,,,,,,966.857949866531,966.857949866531,,,,,0.103426374495029,0,,,,,,,,,,,,,No,unknown
B03,unknown,,voltempl5,,Corcas,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.205864295363426,0,17123,0,17123,0,0,0,0,,,,,,,,,1490.58947753906,,,,10.3816168591486,,,,,,,,,,,,,996.149301466663,996.149301466663,,,,,0.0940636917948723,0,,,,,,,,,,,,,No,unknown
