Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,,voltempl5,,Oncmyk,1000000,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,20000000,,,1000000,10265.3427734375,18450,18450,0,0,0,0,0,,,,,,,,,987.9345703125,,,11.2618913395104,,,,,,,,,,,,,1927.37091315872,,1927.37091315872,,,,,1000000,11186.751953125,,,,,,,,,,,,,No,STD
A02,unknown,,voltempl5,,Oncmyk,0,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.224711060523987,0,15687,0,15687,0,0,0,0,,,,,,,,,987.9345703125,,,,13.1569074427836,,,,,,,,,,,,,553.87391200272,553.87391200272,,,,,0.102674730122089,0,,,,,,,,,,,,,No,unknown
A03,unknown,,voltempl5,,Oncmyk,0,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.232492700219154,0,15162,0,15162,0,0,0,0,,,,,,,,,987.9345703125,,,,10.4923011485496,,,,,,,,,,,,,583.380389872869,583.380389872869,,,,,0.106230109930038,0,,,,,,,,,,,,,No,unknown
A04,unknown,,voltempl5,,Oncmyk,1.49416828155518,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,29.8833656311035,,,2.17757320404053,0.971491634845734,18909,24,18885,0,0,0,0,,,,,,,,,1440.95458984375,,,13.0319652313957,23.69029626309,,,,,,,,,,,,2384.23555501302,617.245061150536,619.487790636638,,,,,1.81983745098114,1.20994341373444,,,,,,,,,,,,,No,unknown
A05,unknown,,voltempl5,,Oncmyk,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.198681309819221,0,17742,0,17742,0,0,0,0,,,,,,,,,1072.83386230469,,,,14.2864114252903,,,,,,,,,,,,,572.070305050353,572.070305050353,,,,,0.0907817780971527,0,,,,,,,,,,,,,No,unknown
A06,unknown,,voltempl5,,Oncmyk,0.0630460381507874,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1.26092076301575,,,0.301138371229172,0.00264786556363106,18661,1,18660,0,0,0,0,,,,,,,,,2330.21655273438,,,,54.6483728756319,,,,,,,,,,,,13141.021484375,561.070053306653,561.744183922969,,,,,0.156927853822708,0.0170851424336433,,,,,,,,,,,,,No,unknown
A07,unknown,,voltempl5,,Oncmyk,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.177071943879128,0,19907,0,19907,0,0,0,0,,,,,,,,,1075.18286132813,,,,15.6318796324154,,,,,,,,,,,,,569.980093437598,569.980093437598,,,,,0.08090840280056,0,,,,,,,,,,,,,No,unknown
B01,STD,,voltempl5,,Oncmyk,1454.84729003906,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,29096.9453125,,,1483.35949707031,1427.00964355469,16376,11621,4755,0,0,0,0,,,,,,,,,987.9345703125,,,9.61626733463878,14.3548734565184,,,,,,,,,,,,1952.33479219664,487.866950156034,1527.10612897589,,,,,1469.30786132813,1440.56201171875,,,,,,,,,,,,,No,STD
B02,unknown,,voltempl5,,Oncmyk,0,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.2513427734375,0,14025,0,14025,0,0,0,0,,,,,,,,,987.9345703125,,,,12.9188277011147,,,,,,,,,,,,,515.456254436745,515.456254436745,,,,,0.114842548966408,0,,,,,,,,,,,,,No,unknown
B03,unknown,,voltempl5,,Oncmyk,0,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.235349088907242,0,14978,0,14978,0,0,0,0,,,,,,,,,987.9345703125,,,,11.1757511082056,,,,,,,,,,,,,566.978978806367,566.978978806367,,,,,0.107535168528557,0,,,,,,,,,,,,,No,unknown
