Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Mnelei,
4328,071,149,2739,1,
4061,121,270,5508,1,
4136,92,305,3496,1,
4356,421,182,4954,1,
4358,917,300,8938,1,
4310,113,303,2278,1,
2244,385,410,6438,0,
4357,393,281,7976,1,
3790,206,327,0347,1,
4418,24,281,5662,1,
4300,354,282,4944,1,
4300,565,322,8713,1,
4140,755,376,063,1,
4110,309,338,2717,1,
4311,664,320,1836,1,
4108,439,366,8574,1,
2339,463,394,4491,0,
4297,797,341,1257,1,
3959,999,247,1357,1,
3936,286,360,5107,1,
4177,607,385,7051,1,
4281,394,312,6387,1,
4396,035,314,1543,1,
4291,937,326,6675,1,
4376,388,252,7983,1,
4227,934,324,3848,1,
4082,336,192,8329,1,
4317,943,269,8342,1,
4179,172,190,4165,1,
4315,852,321,9871,1,
4492,797,278,8955,1,
4119,762,382,76,1,
4373,63,238,113,1,
2438,562,378,7803,0,
4207,63,311,0916,1,
4349,502,292,519,1,
4201,416,379,2122,1,
4390,045,328,0811,1,
4021,034,198,1143,1,
4350,475,257,9788,1,
4189,497,314,0085,1,
4292,877,312,8054,1,
4285,84,189,884,1,
4301,296,249,646,1,
4431,957,274,4797,1,
4368,562,297,7795,1,
2501,52,361,5355,0,
4095,839,284,1375,1,
4217,607,288,9771,1,
4250,784,248,5232,1,
2319,028,379,6831,0,
2430,911,483,8203,0,
4372,663,245,4011,1,
4082,086,290,3661,1,
4198,924,286,0903,1,
2247,62,420,2826,0,
4245,654,244,8118,1,
4332,039,275,2839,1,
4294,316,197,5642,1,
4314,263,221,8452,1,
3839,386,340,0444,1,
4276,647,343,0254,1,
4298,262,246,9863,1,
4178,854,326,7461,1,
4277,816,314,6631,1,
4159,903,378,2749,1,
2470,837,354,512,0,
4190,676,261,8103,1,
4085,736,279,2972,1,
4320,231,331,0735,1,
2456,328,457,9542,0,
4196,865,400,6528,1,
4285,619,281,823,1,
4502,625,359,8508,1,
2524,459,431,9204,0,
4324,258,356,406,1,
4294,981,333,7505,1,
4186,645,320,6697,1,
4403,645,226,3191,1,
3986,046,231,0441,1,
4342,537,190,6423,1,
4068,369,272,5332,1,
4075,034,316,4412,1,
4422,82,281,0544,1,
4340,739,268,0903,1,
4132,389,338,3604,1,
4135,873,323,3323,1,
4476,071,258,2961,1,
4464,859,276,6646,1,
4146,066,354,7847,1,
4514,479,295,9456,1,
2349,705,409,4432,0,
4405,196,311,2813,1,
4052,357,272,9958,1,
4154,641,181,5066,1,
4170,672,353,6125,1,
4235,048,241,124,1,
4252,287,357,521,1,
4418,803,311,0088,1,
4369,217,263,0994,1,
4504,085,185,3386,1,
4188,671,341,8762,1,
4307,695,292,8479,1,
4287,768,250,7778,1,
3913,691,410,2886,1,
4570,661,228,0266,1,
4139,918,296,7571,1,
4223,915,150,5667,1,
4123,805,395,9702,1,
4310,435,392,1895,1,
2089,64,284,6055,0,
4309,957,301,5078,1,
2344,013,355,5371,0,
4537,592,291,1436,1,
4281,845,270,4146,1,
4116,5,282,5132,1,
4439,889,357,5779,1,
4200,756,234,6326,1,
4234,108,285,446,1,
4374,216,253,04,1,
4149,633,234,3816,1,
4300,61,354,72,1,
4449,594,286,5505,1,
4184,616,287,1914,1,
4229,649,219,7224,1,
4394,215,295,8027,1,
2156,354,424,6167,0,
4108,929,340,8594,1,
4167,308,374,6179,1,
4238,88,340,9348,1,
4423,453,382,8662,1,
4593,275,207,2937,1,
4450,269,359,0854,1,
4382,63,347,4509,1,
4400,62,296,8879,1,
4469,584,322,1453,1,
4089,611,267,6962,1,
4264,429,270,8103,1,
4360,679,325,5376,1,
4551,102,281,9929,1,
4454,525,217,7322,1,
4151,977,238,7458,1,
4375,92,324,2524,1,
4344,301,250,8267,1,
4357,331,290,2129,1,
4154,365,262,9888,1,
2179,339,316,2958,0,
2275,371,393,0234,0,
4218,965,320,1008,1,
4289,862,332,821,1,
2225,981,364,7336,0,
4407,028,209,1086,1,
4340,92,286,0862,1,
4149,64,327,4373,1,
4068,664,310,5508,1,
3697,238,197,5887,1,
4271,542,325,4995,1,
4375,559,335,8611,1,
4139,473,321,3889,1,
4183,654,357,1997,1,
4237,531,288,1042,1,
4185,238,173,5903,1,
4410,365,281,1716,1,
4315,106,353,7095,1,
4300,304,171,6418,1,
2333,409,408,175,0,
2332,075,349,3319,0,
4584,6,233,5342,1,
4300,251,254,9888,1,
4385,141,210,0557,1,
4526,045,215,2734,1,
2307,989,385,3011,0,
4312,965,270,1824,1,
4207,447,313,6177,1,
4250,766,304,282,1,
4196,284,312,377,1,
2378,141,411,8665,0,
4299,339,299,0549,1,
4466,943,256,7949,1,
4421,457,343,3157,1,
4253,791,269,0315,1,
4313,276,397,7163,1,
2313,495,402,606,0,
2372,625,394,1466,0,
