Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,,voltempl5,,Cragig,7568.0888671875,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,151361.78125,,,8063.22216796875,7133.81494140625,15549,15524,25,0,0,0,0,,,,,,,,,4740.650390625,,,3.38405225590268,4.32361830397756,,,,,,,,,,,,6817.2998744824,3716.23016601562,6812.31391122357,,,,,7810.95263671875,7340.8388671875,,,,,,,,,,,,,No,STD
A02,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.299834579229355,0,11757,0,11757,0,0,0,0,,,,,,,,,4962.12646484375,,,,9.8478206661603,,,,,,,,,,,,,3245.27702298448,3245.27702298448,,,,,0.136997699737549,0,,,,,,,,,,,,,No,unknown
A03,unknown,,voltempl5,,Cragig,0.265374302864075,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,5.30748605728149,,,0.625782072544098,0.0800703912973404,17735,4,17731,0,0,0,0,,,,,,,,,4740.650390625,,,16.0840544449904,9.40514670435459,,,,,,,,,,,,7067.96643066406,3425.95346628191,3426.77489576359,,,,,0.423897624015808,0.152383878827095,,,,,,,,,,,,,No,unknown
A04,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.233850076794624,0,15074,0,15074,0,0,0,0,,,,,,,,,5143.3349609375,,,,13.9228997992727,,,,,,,,,,,,,3364.34137682809,3364.34137682809,,,,,0.106850296258926,0,,,,,,,,,,,,,No,unknown
A05,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.234005346894264,0,15064,0,15064,0,0,0,0,,,,,,,,,4942.9775390625,,,,10.4931406695254,,,,,,,,,,,,,3449.96161724948,3449.96161724948,,,,,0.106921225786209,0,,,,,,,,,,,,,No,unknown
A06,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.232003003358841,0,15194,0,15194,0,0,0,0,,,,,,,,,4823.89013671875,,,,12.0639640604232,,,,,,,,,,,,,3395.3660972066,3395.3660972066,,,,,0.106006368994713,0,,,,,,,,,,,,,No,unknown
A07,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.225935414433479,0,15602,0,15602,0,0,0,0,,,,,,,,,4740.650390625,,,,11.2364367918308,,,,,,,,,,,,,3410.41699440952,3410.41699440952,,,,,0.103234127163887,0,,,,,,,,,,,,,No,unknown
B01,STD,,voltempl5,,Cragig,1415.64965820313,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,28312.9921875,,,1445.88122558594,1386.17553710938,13914,9737,4177,0,0,0,0,,,,,,,,,4740.650390625,,,3.1613726154606,4.21499153811646,,,,,,,,,,,,6786.39149319485,3430.89943299991,5779.06862878244,,,,,1430.97680664063,1400.51965332031,,,,,,,,,,,,,No,STD
B02,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.279971837997437,0,12591,0,12591,0,0,0,0,,,,,,,,,4962.12646484375,,,,7.61572311218154,,,,,,,,,,,,,3319.89409353811,3319.89409353811,,,,,0.127922773361206,0,,,,,,,,,,,,,No,unknown
B03,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.219998478889465,0,16023,0,16023,0,0,0,0,,,,,,,,,4740.650390625,,,,7.30390925816843,,,,,,,,,,,,,3478.03811493329,3478.03811493329,,,,,0.100521564483643,0,,,,,,,,,,,,,No,unknown
B04,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.231789395213127,0,15208,0,15208,0,0,0,0,,,,,,,,,4938.556640625,,,,10.0303761713651,,,,,,,,,,,,,3441.20029754077,3441.20029754077,,,,,0.105908781290054,0,,,,,,,,,,,,,No,unknown
B05,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.237170234322548,0,14863,0,14863,0,0,0,0,,,,,,,,,4908.84765625,,,,8.6650761903616,,,,,,,,,,,,,3381.87201226278,3381.87201226278,,,,,0.108367249369621,0,,,,,,,,,,,,,No,unknown
B06,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.225242376327515,0,15650,0,15650,0,0,0,0,,,,,,,,,5062.7978515625,,,,10.9906219946562,,,,,,,,,,,,,3495.45010818628,3495.45010818628,,,,,0.102917484939098,0,,,,,,,,,,,,,No,unknown
B07,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.230199873447418,0,15313,0,15313,0,0,0,0,,,,,,,,,4740.650390625,,,,7.98920874503981,,,,,,,,,,,,,3383.93989360807,3383.93989360807,,,,,0.105182535946369,0,,,,,,,,,,,,,No,unknown
C01,STD,,voltempl5,,Cragig,134.698959350586,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,2693.97924804688,,,141.15559387207,128.277557373047,15557,1683,13874,0,0,0,0,,,,,,,,,4740.650390625,,,4.43469135791175,5.5516331927819,,,,,,,,,,,,6827.6279729162,3305.80201815995,3686.80305189748,,,,,137.988723754883,131.418350219727,,,,,,,,,,,,,No,STD
C02,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.255904853343964,0,13775,0,13775,0,0,0,0,,,,,,,,,4962.12646484375,,,,9.0421054247876,,,,,,,,,,,,,3444.72500868449,3444.72500868449,,,,,0.116926915943623,0,,,,,,,,,,,,,No,unknown
C03,unknown,,voltempl5,,Cragig,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.205504223704338,0,17153,0,17153,0,0,0,0,,,,,,,,,4740.650390625,,,,6.35900777322935,,,,,,,,,,,,,3455.2565029253,3455.2565029253,,,,,0.093899168074131,0,,,,,,,,,,,,,No,unknown
