Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,1E5,templvol_5uL,,Rhihar,NoCall,,CHECK,AutomaticAnalysisUnsuccessful,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,,,,,,18691,0,18691,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1718.92030901116,1718.92030901116,,,,,,,,,,,,,,,,,,,No,STD
A02,STD,1E5,templvol_5uL,,Homame,9698.103515625,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,193962.0625,,,10927.822265625,8785.0341796875,19012,19007,5,0,0,0,0,,,,,,,,,2177.90234375,,,6.86075109649625,1.96489586618526,,,,,,,,,,,,3807.78644315509,1786.48640136719,3807.25485782956,,,,,10273.47265625,9203.18359375,,,,,,,,,,,,,No,STD
A03,STD,1E5,templvol_5uL,,CpCYB,30.4635734558105,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,609.271484375,,,33.1949729919434,27.7385005950928,18739,479,18260,0,0,0,0,,,,,,,,,1986.53308105469,,,2.42136082920714,6.03368320288713,,,,,,,,,,,,2299.2145534826,1653.89977353484,1670.39509236695,,,,,31.8563537597656,29.0724411010742,,,,,,,,,,,,,No,STD
A04,STD,1E5,templvol_5uL,,Parcam,1000000,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,20000000,,,1000000,10302.06640625,19035,19035,0,0,0,0,0,,,,,,,,,4045.775390625,,,9.76677257743791,,,,,,,,,,,,,7244.30858844009,,7244.30858844009,,,,,1000000,11223.4755859375,,,,,,,,,,,,,No,STD
A05,STD,1E5,templvol_5uL,,Caraur,740.649475097656,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,14812.9892578125,,,756.492736816406,725.016723632813,18824,8794,10030,0,0,0,0,,,,,,,,,2049.5048828125,,,5.27203024603903,19.7739559062505,,,,,,,,,,,,6280.99671084777,738.606462539871,3327.84253583033,,,,,748.706115722656,732.647583007813,,,,,,,,,,,,,No,STD
A06,STD,1E5,templvol_5uL,,Acibae,1000000,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,20000000,,,1000000,10306.447265625,19106,19106,0,0,0,0,0,,,,,,,,,1494.38342285156,,,6.52886816179437,,,,,,,,,,,,,2732.44063553181,,2732.44063553181,,,,,1000000,11227.85546875,,,,,,,,,,,,,No,STD
A07,STD,1E5,templvol_5uL,,CCcytb,72.6048812866211,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1452.09765625,,,76.6935119628906,68.5304107666016,20318,1216,19102,0,0,0,0,,,,,,,,,4305.18603515625,,,8.79159367477548,20.8477486564557,,,,,,,,,,,,5437.41570322137,2615.18481860692,2784.09085048462,,,,,74.6891403198242,70.5243072509766,,,,,,,,,,,,,No,STD
A08,STD,1E5,templvol_5uL,,Neomel,15.5470275878906,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,310.940551757813,,,17.5034580230713,13.5938453674316,18510,243,18267,0,0,0,0,,,,,,,,,4891.7861328125,,,3.65782864358376,13.0407462549938,,,,,,,,,,,,5982.88194846322,3316.36483366201,3351.37097406702,,,,,16.5447998046875,14.5501003265381,,,,,,,,,,,,,No,STD
B01,STD,1E4,templvol_5uL,,Rhihar,NoCall,,CHECK,AutomaticAnalysisUnsuccessful,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,,,,,,18291,0,18291,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1713.98854489144,1713.98854489144,,,,,,,,,,,,,,,,,,,No,STD
B02,STD,1E4,templvol_5uL,,Homame,880.168090820313,,OK,,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,17603.361328125,,,898.462951660156,862.1533203125,17959,9460,8499,0,0,0,0,,,,,,,,,2177.90234375,,,5.87146687982835,8.04699730529201,,,,,,,,,,,,3677.30217783244,1689.26503675295,2736.47431091142,,,,,889.466674804688,870.942443847656,,,,,,,,,,,,,No,STD
