Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,,voltempl5,,Erisin,5732.4833984375,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,114649.671875,,,5950.7060546875,5548.4755859375,17378,17245,133,0,0,0,0,,,,,,,,,7034.85546875,,,3.24580473633124,0.945563092755606,,,,,,,,,,,,8066.21892625693,6224.15837567552,8052.12098326998,,,,,5838.76513671875,5635.013671875,,,,,,,,,,,,,No,STD
A02,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.247982934117317,0,14215,0,14215,0,0,0,0,,,,,,,,,7687.92138671875,,,,11.1719817300009,,,,,,,,,,,,,5384.97191481132,5384.97191481132,,,,,0.113307476043701,0,,,,,,,,,,,,,No,unknown
A03,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.239441975951195,0,14722,0,14722,0,0,0,0,,,,,,,,,9921.59765625,,,,22.1857754282315,,,,,,,,,,,,,5582.31219403651,5582.31219403651,,,,,0.109405182301998,0,,,,,,,,,,,,,No,unknown
A04,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.200580775737762,0,17574,0,17574,0,0,0,0,,,,,,,,,7674.03125,,,,8.79995153356467,,,,,,,,,,,,,6037.6086659725,6037.6086659725,,,,,0.0916496515274048,0,,,,,,,,,,,,,No,unknown
A05,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.203322991728783,0,17337,0,17337,0,0,0,0,,,,,,,,,7832.10595703125,,,,14.5760734186034,,,,,,,,,,,,,5351.82342159291,5351.82342159291,,,,,0.0929025709629059,0,,,,,,,,,,,,,No,unknown
A06,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.188230261206627,0,18727,0,18727,0,0,0,0,,,,,,,,,8168.876953125,,,,15.2051349830864,,,,,,,,,,,,,5463.36583979212,5463.36583979212,,,,,0.0860066786408424,0,,,,,,,,,,,,,No,unknown
A07,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.205288767814636,0,17171,0,17171,0,0,0,0,,,,,,,,,8942.072265625,,,,16.2349362931425,,,,,,,,,,,,,5633.8145449461,5633.8145449461,,,,,0.0938007310032845,0,,,,,,,,,,,,,No,unknown
B01,STD,,voltempl5,,Erisin,607.831359863281,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,12156.626953125,,,622.357116699219,593.482727050781,17257,6963,10294,0,0,0,0,,,,,,,,,7034.85546875,,,3.41219129543381,10.2912236340185,,,,,,,,,,,,7969.31561117133,5068.74499348073,6239.09170559637,,,,,615.220092773438,600.488830566406,,,,,,,,,,,,,No,STD
B02,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.236915171146393,0,14879,0,14879,0,0,0,0,,,,,,,,,7687.92138671875,,,,11.503807408376,,,,,,,,,,,,,5481.82678515546,5481.82678515546,,,,,0.108250707387924,0,,,,,,,,,,,,,No,unknown
B03,unknown,,voltempl5,,Erisin,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.28479015827179,0,12378,0,12378,0,0,0,0,,,,,,,,,9921.59765625,,,,16.5996050028387,,,,,,,,,,,,,5707.73076267338,5707.73076267338,,,,,0.130124196410179,0,,,,,,,,,,,,,No,unknown
