Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,,voltempl5,,Caraur,599.013122558594,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,11980.2626953125,,,612.867309570313,585.320190429688,18609,7425,11184,0,0,0,0,,,,,,,,,1622.33740234375,,,2.41600701318164,6.62599034738864,,,,,,,,,,,,2408.09036991004,352.559255369402,1172.71716420191,,,,,606.061157226563,592.007019042969,,,,,,,,,,,,,No,STD
A02,unknown,,voltempl5,,Caraur,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.184805646538734,0,19074,0,19074,0,0,0,0,,,,,,,,,1622.33740234375,,,,48.793144445615,,,,,,,,,,,,,344.536296095303,344.536296095303,,,,,0.0844419673085213,0,,,,,,,,,,,,,No,unknown
A03,unknown,,voltempl5,,Caraur,0.059569638222456,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1.19139277935028,,,0.284531801939011,0.00250186421908438,19750,1,19749,0,0,0,0,,,,,,,,,1622.33740234375,,,,50.0886820663602,,,,,,,,,,,,23257.546875,360.752653063711,361.91198441672,,,,,0.148274421691895,0.0161430742591619,,,,,,,,,,,,,No,unknown
A04,unknown,,voltempl5,,Caraur,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.173729240894318,0,20290,0,20290,0,0,0,0,,,,,,,,,1622.33740234375,,,,47.3592695897388,,,,,,,,,,,,,374.874151257872,374.874151257872,,,,,0.079381100833416,0,,,,,,,,,,,,,No,unknown
A05,unknown,,voltempl5,,Caraur,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.197922646999359,0,17810,0,17810,0,0,0,0,,,,,,,,,1622.33740234375,,,,48.3354000819734,,,,,,,,,,,,,349.300125482764,349.300125482764,,,,,0.090435154736042,0,,,,,,,,,,,,,No,unknown
A06,unknown,,voltempl5,,Caraur,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.178299084305763,0,19770,0,19770,0,0,0,0,,,,,,,,,1622.33740234375,,,,52.1746760207175,,,,,,,,,,,,,331.84362411692,331.84362411692,,,,,0.0814690962433815,0,,,,,,,,,,,,,No,unknown
A07,unknown,,voltempl5,,Caraur,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.175014555454254,0,20141,0,20141,0,0,0,0,,,,,,,,,1622.33740234375,,,,50.3917890230542,,,,,,,,,,,,,339.233616359918,339.233616359918,,,,,0.0799683704972267,0,,,,,,,,,,,,,No,unknown
B01,STD,,voltempl5,,Caraur,59.0828742980957,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1181.65747070313,,,62.9178352355957,55.260383605957,18681,915,17766,0,0,0,0,,,,,,,,,1622.33740234375,,,4.93540740090107,31.2860183779323,,,,,,,,,,,,2758.16557817303,315.167637523654,434.826280834728,,,,,61.0379257202148,57.1310729980469,,,,,,,,,,,,,No,STD
B02,unknown,,voltempl5,,Caraur,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.172302484512329,0,20458,0,20458,0,0,0,0,,,,,,,,,1622.33740234375,,,,52.4760389972734,,,,,,,,,,,,,323.781233506068,323.781233506068,,,,,0.0787292048335075,0,,,,,,,,,,,,,No,unknown
B03,unknown,,voltempl5,,Caraur,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.182802453637123,0,19283,0,19283,0,0,0,0,,,,,,,,,1622.33740234375,,,,49.2214810008413,,,,,,,,,,,,,358.783513930145,358.783513930145,,,,,0.0835267007350922,0,,,,,,,,,,,,,No,unknown
