Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
A01,STD,,voltempl5,,Calsap,1000000,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,20000000,,,1000000,10180.685546875,17169,17169,0,0,0,0,0,,,,,,,,,5944.38134765625,,,3.19685180967954,,,,,,,,,,,,,12261.2527075165,,12261.2527075165,,,,,1000000,11102.09375,,,,,,,,,,,,,No,STD
A02,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.294449299573898,0,11972,0,11972,0,0,0,0,,,,,,,,,9971.2265625,,,,13.5569722786857,,,,,,,,,,,,,7018.56358203321,7018.56358203321,,,,,0.134537279605865,0,,,,,,,,,,,,,No,unknown
A03,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.186853215098381,0,18865,0,18865,0,0,0,0,,,,,,,,,9971.2265625,,,,14.325564572321,,,,,,,,,,,,,7326.36443076216,7326.36443076216,,,,,0.0853775069117546,0,,,,,,,,,,,,,No,unknown
A04,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.21371565759182,0,16494,0,16494,0,0,0,0,,,,,,,,,9971.2265625,,,,13.2707854079533,,,,,,,,,,,,,7193.85740180378,7193.85740180378,,,,,0.0976509675383568,0,,,,,,,,,,,,,No,unknown
A05,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.189017593860626,0,18649,0,18649,0,0,0,0,,,,,,,,,9971.2265625,,,,13.7820521886429,,,,,,,,,,,,,7405.47988605392,7405.47988605392,,,,,0.0863664150238037,0,,,,,,,,,,,,,No,unknown
A06,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.194418236613274,0,18131,0,18131,0,0,0,0,,,,,,,,,9971.2265625,,,,12.9760304096468,,,,,,,,,,,,,7337.22975139587,7337.22975139587,,,,,0.0888339877128601,0,,,,,,,,,,,,,No,unknown
A07,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.210650250315666,0,16734,0,16734,0,0,0,0,,,,,,,,,9971.2265625,,,,11.0976205421404,,,,,,,,,,,,,7434.75195481738,7434.75195481738,,,,,0.0962503924965858,0,,,,,,,,,,,,,No,unknown
B01,STD,,voltempl5,,Calsap,1104.17041015625,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,22083.408203125,,,1125.95239257813,1082.78442382813,17766,10816,6950,0,0,0,0,,,,,,,,,9803.44140625,,,1.58491452363772,2.96693216569631,,,,,,,,,,,,14773.0935120893,7715.50005156812,12012.1864676999,,,,,1115.23327636719,1093.21057128906,,,,,,,,,,,,,No,STD
B02,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.264826267957687,0,13311,0,13311,0,0,0,0,,,,,,,,,9971.2265625,,,,13.975777099641,,,,,,,,,,,,,7251.3029081035,7251.3029081035,,,,,0.12100300937891,0,,,,,,,,,,,,,No,unknown
B03,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.196927428245544,0,17900,0,17900,0,0,0,0,,,,,,,,,9971.2265625,,,,12.0325223757617,,,,,,,,,,,,,7529.2415097438,7529.2415097438,,,,,0.0899804309010506,0,,,,,,,,,,,,,No,unknown
B04,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.189352691173553,0,18616,0,18616,0,0,0,0,,,,,,,,,9971.2265625,,,,12.8590493946643,,,,,,,,,,,,,7550.42365823901,7550.42365823901,,,,,0.0865195244550705,0,,,,,,,,,,,,,No,unknown
B05,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.187718987464905,0,18778,0,18778,0,0,0,0,,,,,,,,,9971.2265625,,,,11.393857227301,,,,,,,,,,,,,7500.11342829604,7500.11342829604,,,,,0.0857730805873871,0,,,,,,,,,,,,,No,unknown
B06,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.211586013436317,0,16660,0,16660,0,0,0,0,,,,,,,,,9971.2265625,,,,10.2911173754402,,,,,,,,,,,,,7454.86914909519,7454.86914909519,,,,,0.0966779366135597,0,,,,,,,,,,,,,No,unknown
B07,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.235947743058205,0,14940,0,14940,0,0,0,0,,,,,,,,,9971.2265625,,,,7.88299743859216,,,,,,,,,,,,,7401.24849832272,7401.24849832272,,,,,0.107808701694012,0,,,,,,,,,,,,,No,unknown
C01,STD,,voltempl5,,Calsap,132.248840332031,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,2644.97680664063,,,138.461196899414,126.069122314453,16478,1752,14726,0,0,0,0,,,,,,,,,9803.44140625,,,3.03393639830552,3.47028570219591,,,,,,,,,,,,16255.7285919886,7060.18525067668,8037.88836598064,,,,,135.414306640625,129.091873168945,,,,,,,,,,,,,No,STD
C02,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.242073118686676,0,14562,0,14562,0,0,0,0,,,,,,,,,9971.2265625,,,,15.3781790781608,,,,,,,,,,,,,7370.70409120136,7370.70409120136,,,,,0.110607326030731,0,,,,,,,,,,,,,No,unknown
C03,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.186191886663437,0,18932,0,18932,0,0,0,0,,,,,,,,,9971.2265625,,,,11.2608632542089,,,,,,,,,,,,,7539.08532787059,7539.08532787059,,,,,0.0850753411650658,0,,,,,,,,,,,,,No,unknown
C04,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.196784511208534,0,17913,0,17913,0,0,0,0,,,,,,,,,9971.2265625,,,,11.5422597836835,,,,,,,,,,,,,7525.07713230048,7525.07713230048,,,,,0.0899151265621185,0,,,,,,,,,,,,,No,unknown
C05,unknown,,voltempl5,,Calsap,0.0791889429092407,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1.58377885818481,,,0.378254473209381,0.00332582835108042,14857,1,14856,0,0,0,0,,,,,,,,,9971.2265625,,,,7.19777124375253,,,,,,,,,,,,11132.212890625,7620.6586873964,7620.8950442789,,,,,0.197111174464226,0.0214596763253212,,,,,,,,,,,,,No,unknown
C06,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.213871270418167,0,16482,0,16482,0,0,0,0,,,,,,,,,9971.2265625,,,,7.74662330847624,,,,,,,,,,,,,7735.29179375844,7735.29179375844,,,,,0.0977220684289932,0,,,,,,,,,,,,,No,unknown
C07,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.26179713010788,0,13465,0,13465,0,0,0,0,,,,,,,,,9971.2265625,,,,6.88670609280136,,,,,,,,,,,,,7417.55227931065,7417.55227931065,,,,,0.119619019329548,0,,,,,,,,,,,,,No,unknown
D01,STD,,voltempl5,,Calsap,11.6470079421997,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,232.940155029297,,,13.369010925293,9.92752265930176,17866,176,17690,0,0,0,0,,,,,,,,,9971.2265625,,,4.36036247265504,3.85898897997747,,,,,,,,,,,,17230.8922674006,7229.6781800662,7328.20127865407,,,,,12.5252666473389,10.7694053649902,,,,,,,,,,,,,No,STD
D02,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.281020939350128,0,12544,0,12544,0,0,0,0,,,,,,,,,9971.2265625,,,,14.6016968938771,,,,,,,,,,,,,7356.65210646026,7356.65210646026,,,,,0.12840211391449,0,,,,,,,,,,,,,No,unknown
D03,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.196608871221542,0,17929,0,17929,0,0,0,0,,,,,,,,,9971.2265625,,,,10.5283836017487,,,,,,,,,,,,,7672.90527125877,7672.90527125877,,,,,0.0898348838090897,0,,,,,,,,,,,,,No,unknown
D04,unknown,,voltempl5,,Calsap,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.188300639390945,0,18720,0,18720,0,0,0,0,,,,,,,,,9971.2265625,,,,10.3578208953142,,,,,,,,,,,,,7569.62355119754,7569.62355119754,,,,,0.0860388427972794,0,,,,,,,,,,,,,No,unknown
