Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Cragig,
3563,934,322,2726,0,
3347,863,391,3151,0,
3581,23,322,2383,0,
3071,984,314,7561,0,
3584,902,341,3658,0,
3547,633,307,1404,0,
3500,187,308,1288,0,
3566,307,354,3173,0,
3522,488,283,7133,0,
3505,634,330,0526,0,
3630,84,241,6471,0,
3596,239,348,6628,0,
3637,895,337,2817,0,
3644,729,273,8354,0,
3704,4,394,2783,0,
3642,491,278,2113,0,
3747,974,329,6146,0,
3621,425,328,5642,0,
3616,537,315,8849,0,
3591,037,229,0863,0,
3808,045,316,8214,0,
3150,717,243,2354,0,
3709,855,263,0839,0,
3626,52,337,4686,0,
3773,017,337,9578,0,
3346,18,372,7399,0,
3622,5,408,0874,0,
3445,359,252,6039,0,
3531,114,306,7653,0,
3784,877,328,5403,0,
3379,09,260,4897,0,
3636,701,397,0966,0,
3844,764,313,7837,0,
3807,242,350,144,0,
3614,077,317,6559,0,
3653,067,309,4449,0,
3687,285,258,1797,0,
3486,707,335,2838,0,
3547,706,264,7075,0,
3637,315,392,4481,0,
3436,039,286,6151,0,
3610,416,299,4623,0,
3529,654,366,1624,0,
3569,477,306,1796,0,
3888,238,345,3458,0,
3581,797,277,7632,0,
3756,933,294,7194,0,
3632,54,310,8003,0,
3769,804,249,6665,0,
3477,507,296,8765,0,
3709,553,294,7845,0,
3474,095,331,136,0,
3441,21,321,4575,0,
3598,093,333,8739,0,
3099,071,267,3546,0,
3705,08,290,4524,0,
3573,622,275,7421,0,
3284,729,224,4781,0,
3727,397,324,0568,0,
3367,684,234,1223,0,
3466,445,283,8756,0,
3660,339,333,8356,0,
3634,718,292,0664,0,
3850,039,188,4794,0,
3723,821,473,256,0,
3702,638,280,6528,0,
3722,847,276,4426,0,
3158,816,326,104,0,
3675,215,234,2146,0,
3520,504,234,0322,0,
3576,506,262,1563,0,
3783,013,253,1399,0,
3685,542,247,6766,0,
3722,672,247,2422,0,
3664,72,276,519,0,
3003,989,299,6561,0,
3469,616,297,2821,0,
3092,743,205,3441,0,
3606,679,314,3582,0,
3586,397,260,9915,0,
3611,376,350,6842,0,
3855,562,316,7485,0,
3451,355,271,5834,0,
3808,291,249,4257,0,
3356,043,245,8477,0,
3470,801,292,7721,0,
3665,267,266,8562,0,
3704,236,334,3053,0,
3656,52,278,379,0,
3700,562,259,1118,0,
3577,747,318,6415,0,
3727,7,276,9657,0,
3749,628,289,5889,0,
3638,749,316,531,0,
3517,754,266,3208,0,
3551,583,307,0111,0,
3588,645,387,3539,0,
3178,668,310,5439,0,
3636,825,241,1272,0,
3417,621,349,5304,0,
3392,702,317,4355,0,
3774,275,200,095,0,
3807,599,307,3213,0,
3672,807,274,2764,0,
3735,235,266,5391,0,
3748,107,308,4296,0,
3431,161,236,3448,0,
3688,383,344,4257,0,
3674,651,274,3049,0,
3853,392,184,0619,0,
3434,408,285,3309,0,
3230,53,295,1776,0,
3636,625,270,1442,0,
3643,343,274,7994,0,
3578,755,235,6375,0,
3599,848,304,7939,0,
3757,405,169,3492,0,
3429,876,305,6367,0,
3619,729,316,8831,0,
3469,921,387,6532,0,
3526,353,283,9119,0,
3567,685,355,5164,0,
3828,764,269,1472,0,
3667,979,343,7552,0,
3592,422,359,8832,0,
3633,054,301,327,0,
3604,579,336,0056,0,
3721,757,249,9055,0,
3201,87,310,2126,0,
3617,226,260,7501,0,
3302,547,217,8281,0,
3807,138,317,3263,0,
3616,443,303,4578,0,
3848,078,304,1871,0,
3607,125,280,7793,0,
3589,94,300,6727,0,
3474,371,372,2654,0,
3174,741,249,3956,0,
3664,231,335,385,0,
3095,329,273,1292,0,
3847,054,356,0128,0,
3646,471,278,7252,0,
3458,087,313,332,0,
3658,322,267,2585,0,
3778,075,238,223,0,
3531,819,303,0984,0,
3618,216,261,405,0,
3775,282,241,8177,0,
3734,707,294,5222,0,
3511,749,318,1428,0,
3442,566,299,0292,0,
3561,471,284,0291,0,
3453,461,307,0198,0,
3195,477,257,7646,0,
3710,464,274,5984,0,
3651,304,270,9313,0,
3825,337,205,1521,0,
3488,184,274,2588,0,
3108,561,308,3763,0,
3655,8,321,1379,0,
3689,931,333,0446,0,
3515,217,314,6292,0,
3689,964,270,8547,0,
3468,52,232,5756,0,
3644,599,263,2108,0,
3747,029,276,8127,0,
3439,788,248,8724,0,
3142,89,229,2457,0,
3596,627,328,2474,0,
3146,804,320,9519,0,
3595,815,247,0571,0,
3771,561,248,3606,0,
3651,814,313,3031,0,
3258,288,239,2916,0,
3537,626,297,0081,0,
3735,887,276,5247,0,
3750,555,283,4268,0,
3656,462,236,4681,0,
3732,806,321,6141,0,
3703,611,299,3994,0,
3663,816,308,6763,0,
3479,5,290,2781,0,
3813,568,409,9623,0,
3616,531,305,307,0,
3744,251,304,8982,0,
3592,025,301,3424,0,
3837,688,271,5885,0,
3711,515,255,6921,0,
3736,475,320,4242,0,
3164,758,239,1548,0,
3509,11,317,0603,0,
3821,423,118,3724,0,
3551,743,365,3618,0,
3790,792,351,5563,0,
3650,554,266,076,0,
3734,874,251,4517,0,
3360,538,284,3541,0,
3798,95,332,8818,0,
3659,834,370,9858,0,
3597,625,257,4197,0,
3753,265,283,1011,0,
3678,01,262,0374,0,
3376,56,303,6719,0,
3283,833,295,0479,0,
3772,661,285,0199,0,
3434,435,308,5065,0,
3558,688,334,7947,0,
3380,017,269,2054,0,
3594,492,248,6943,0,
3622,873,299,7881,0,
3497,863,275,0441,0,
3653,395,311,5004,0,
3494,542,262,5194,0,
3310,424,233,0846,0,
3512,034,273,64,0,
3721,607,291,4792,0,
3636,894,345,0509,0,
3621,719,327,5198,0,
3495,212,246,1852,0,
3850,181,325,5957,0,
3729,091,342,7346,0,
