Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Promin,
5857,739,44,49609,0,
7860,013,203,876,0,
7328,503,289,574,0,
8258,313,295,9641,0,
8701,605,456,5039,0,
8583,428,421,1519,0,
6837,503,195,3848,0,
5655,933,14,71191,0,
8007,078,288,7385,0,
6567,622,57,42212,0,
8040,814,201,0754,0,
7191,36,137,7749,0,
8442,608,338,3457,0,
8390,594,338,251,0,
6004,643,72,55835,0,
8654,095,445,9097,0,
8025,02,430,2163,0,
7538,727,298,3811,0,
8010,93,394,6812,0,
8678,012,204,8857,0,
7873,4,256,1597,0,
8991,979,308,8091,0,
8811,856,407,2578,0,
6033,477,67,38916,0,
6145,158,-38,43481,0,
6155,589,127,5935,0,
9005,092,301,5029,0,
8689,352,343,1572,0,
5897,292,99,03979,0,
5687,62,56,01392,0,
7552,831,111,7388,0,
6008,155,0,2194824,0,
5876,536,176,968,0,
8761,07,207,1201,0,
7166,762,225,5527,0,
6810,522,150,5547,0,
8107,71,353,3396,0,
6968,388,143,1018,0,
8482,073,194,7715,0,
5710,95,93,29517,0,
8866,493,382,1001,0,
8767,454,404,3257,0,
7577,683,407,5522,0,
6911,404,41,0249,0,
7663,994,241,3069,0,
8562,867,397,7949,0,
5465,522,137,1975,0,
8637,073,250,0488,0,
9130,046,419,8423,0,
8416,477,380,9746,0,
9204,944,626,6265,0,
8678,637,502,2046,0,
8382,164,218,709,0,
6853,092,93,21143,0,
7819,038,209,1323,0,
8954,193,447,3623,0,
6374,078,180,936,0,
8295,06,295,033,0,
8664,985,291,4585,0,
7542,324,222,4587,0,
8998,547,309,1743,0,
8638,745,435,1089,0,
8430,913,383,7827,0,
8620,889,465,7378,0,
7536,843,210,8154,0,
6004,967,46,22363,0,
8585,126,376,958,0,
8041,624,362,0413,0,
5929,476,246,1592,0,
7971,632,309,4131,0,
7194,368,199,9768,0,
6635,377,246,6504,0,
8835,047,345,3735,0,
5695,933,54,69897,0,
8308,213,380,2896,0,
7834,543,345,2759,0,
8933,803,415,519,0,
7829,584,239,8574,0,
5685,529,156,4485,0,
6631,275,176,2449,0,
6714,084,113,5544,0,
8848,173,317,9346,0,
8462,143,529,4048,0,
7597,83,252,0183,0,
7234,117,243,5752,0,
5813,125,88,47119,0,
7633,69,346,3318,0,
6232,64,120,4058,0,
6131,382,107,4229,0,
8746,812,426,8896,0,
7069,808,240,52,0,
6668,916,130,4111,0,
8204,417,367,7241,0,
8995,794,356,9595,0,
7024,354,109,9976,0,
5651,841,121,5876,0,
5362,241,65,8833,0,
8655,298,280,9644,0,
6518,428,54,45044,0,
7297,386,125,9087,0,
7491,609,243,4707,0,
7415,937,255,1111,0,
8340,657,396,9897,0,
8060,119,421,8645,0,
7366,165,345,7095,0,
8702,719,436,624,0,
6493,304,97,22241,0,
7924,189,306,7058,0,
7502,061,216,9631,0,
5937,392,185,1621,0,
6583,725,88,93701,0,
7698,909,309,2715,0,
7158,688,142,345,0,
7757,575,285,8569,0,
6446,209,112,5989,0,
7996,373,226,7671,0,
7848,929,346,2285,0,
8202,682,461,2417,0,
5663,319,32,21362,0,
8588,941,319,7305,0,
8590,052,369,7549,0,
6188,323,85,40894,0,
6581,95,113,2795,0,
8695,219,381,1396,0,
8609,517,364,1265,0,
8482,447,288,4844,0,
6281,627,140,0403,0,
8116,452,345,7661,0,
8590,171,427,771,0,
8288,01,300,9204,0,
7962,823,325,4639,0,
8814,22,418,9995,0,
5951,031,97,05054,0,
8852,508,424,6787,0,
8205,916,386,594,0,
8144,829,216,1399,0,
8362,443,218,645,0,
7693,867,370,6887,0,
7225,972,349,4048,0,
8167,581,303,8372,0,
6950,516,145,5764,0,
6294,388,33,56323,0,
7450,743,251,7537,0,
6784,328,175,0081,0,
6179,534,106,7598,0,
7593,569,322,5959,0,
8382,936,371,0054,0,
9724,725,507,5122,0,
6865,254,221,6497,0,
8521,956,444,7793,0,
8399,385,316,2466,0,
6733,966,144,7749,0,
8250,509,362,5874,0,
5556,874,110,2607,0,
5874,055,142,4175,0,
8196,494,282,9629,0,
8717,528,404,5024,0,
8625,093,309,2163,0,
8589,731,395,8755,0,
9146,454,322,9541,0,
8426,224,425,8555,0,
8290,6,383,1558,0,
8876,964,242,7905,0,
8364,621,517,25,0,
8210,512,360,5505,0,
8629,197,452,311,0,
9004,791,476,1157,0,
8731,749,448,271,0,
6974,526,226,0637,0,
8226,582,449,6768,0,
8606,027,399,5664,0,
8453,555,340,3901,0,
8769,505,343,2739,0,
5728,519,178,9302,0,
8665,812,523,77,0,
8529,403,455,8955,0,
8384,452,286,9429,0,
8796,305,392,7822,0,
8924,091,520,5278,0,
5741,891,151,3135,0,
8742,153,315,2915,0,
8732,875,283,7227,0,
7738,009,382,7263,0,
6292,474,193,6821,0,
7343,666,197,2307,0,
7775,239,413,1333,0,
8081,072,290,6177,0,
6101,326,66,55493,0,
8723,578,343,6553,0,
8640,84,351,5698,0,
6963,716,137,5547,0,
7358,637,153,2676,0,
8649,998,404,2061,0,
8849,964,436,9385,0,
9064,16,395,9038,0,
7311,516,228,9587,0,
8607,777,394,0249,0,
8359,146,309,874,0,
7852,667,196,9648,0,
8603,545,454,6816,0,
6433,127,146,9724,0,
7951,622,168,5134,0,
8048,549,321,3506,0,
7344,527,301,542,0,
5822,415,104,9392,0,
6137,867,107,3567,0,
8556,943,254,3706,0,
7787,078,282,9683,0,
8512,156,278,2925,0,
8333,9,252,1851,0,
8902,911,435,146,0,
7684,239,320,0229,0,
8385,695,441,0024,0,
8514,242,391,7104,0,
9109,482,544,9941,0,
7151,76,162,021,0,
5540,945,38,58984,0,
6517,316,144,5198,0,
8659,218,296,1724,0,
8007,509,238,9519,0,
8221,279,434,0078,0,
8143,814,240,6465,0,
9192,27,498,5039,0,
8569,069,502,1704,0,
6285,796,68,32788,0,
8252,59,342,3499,0,
8789,245,393,3276,0,
6380,888,143,8125,0,
7729,645,391,9072,0,
9050,624,313,8882,0,
7906,967,298,3191,0,
8791,299,372,0811,0,
8244,038,406,9331,0,
9081,331,409,9053,0,
8910,588,358,3203,0,
8454,542,393,0942,0,
7875,082,242,2244,0,
5653,085,154,2092,0,
8314,414,342,4902,0,
6959,009,163,3169,0,
5735,89,67,65405,0,
8708,082,395,5747,0,
8286,976,472,5723,0,
8170,761,553,8762,0,
8838,92,310,0215,0,
8182,701,391,4751,0,
8663,367,556,0776,0,
7360,081,144,5,0,
6758,085,69,11865,0,
